iter	Logloss
0	0.04981256592
1	0.03940904163
2	0.03347804072
3	0.03143810147
4	0.0296453649
5	0.02848694777
6	0.02722947601
7	0.02614358038
8	0.02548491566
9	0.02460115775
10	0.02360706576
11	0.02340820145
12	0.02286990912
13	0.02214160963
14	0.02132265095
15	0.02097808517
16	0.02072192661
17	0.02029986686
18	0.01975052929
19	0.01933951341
20	0.01884807626
21	0.018626392
22	0.01837883382
23	0.01782979391
24	0.01725208789
25	0.01688242417
26	0.0166614324
27	0.01640849286
28	0.01625023561
29	0.01570361696
30	0.01547795915
31	0.01506152998
32	0.01482679558
33	0.01450162669
34	0.01407541534
35	0.01385101918
36	0.01372765861
37	0.01353048193
38	0.01314750912
39	0.0129305907
40	0.01274675447
41	0.0125707006
42	0.01235671832
43	0.0120913411
44	0.01178345067
45	0.0114914383
46	0.01129563367
47	0.01108671385
48	0.01094938317
49	0.01073713649
50	0.01043078806
51	0.01017601802
52	0.009841556815
53	0.009720630093
54	0.009519652289
55	0.009429014596
56	0.009306727326
57	0.009122347645
58	0.008981907289
59	0.008850791227
60	0.008753749837
61	0.008672900332
62	0.008472041167
63	0.008307671643
64	0.008241481471
65	0.00809776901
66	0.008013165883
67	0.007871374489
68	0.007710874544
69	0.007550893055
70	0.007435430656
71	0.007311946114
72	0.00723295036
73	0.007174087709
74	0.006998011286
75	0.006936581728
76	0.006873461128
77	0.006719904227
78	0.006597337414
79	0.006514468269
80	0.006390209792
81	0.006236661804
82	0.006170775357
83	0.006059747071
84	0.005943143603
85	0.005799050962
86	0.005700593222
87	0.005636031332
88	0.005552641402
89	0.005495388211
90	0.005404374971
91	0.005339634767
92	0.005259477002
93	0.005145399681
94	0.005040901167
95	0.004964567628
96	0.004919208752
97	0.004871030619
98	0.004829623816
99	0.004717887527
100	0.004676960141
101	0.004628947035
102	0.004574539035
103	0.004543512601
104	0.004460183265
105	0.00437118861
106	0.004311072533
107	0.00425465164
108	0.004171252921
109	0.004119593516
110	0.004041385252
111	0.003979023093
112	0.003949384878
113	0.003916054755
114	0.003847398236
115	0.003804982152
116	0.003747235567
117	0.003720237398
118	0.003656667004
119	0.003588220786
120	0.003565589532
121	0.003516073564
122	0.003474897789
123	0.003423073067
124	0.003390491623
125	0.003362923044
126	0.003349185339
127	0.00329171686
128	0.003223813818
129	0.003176049035
130	0.003133639288
131	0.003085885561
132	0.003029009345
133	0.002995302823
134	0.002975385277
135	0.0029408404
136	0.002910994783
137	0.002870836594
138	0.002827936045
139	0.002811597428
140	0.002758636479
141	0.002728775841
142	0.00267903146
143	0.002663243923
144	0.002653483502
145	0.002638430305
146	0.002618138006
147	0.002576484963
148	0.002541440546
149	0.002520937171
